Target_Enroll,avg_income,CAMPUS_VISIT,CONTACT_CODE1,Contact_Date,Contact_Month,Contact_Year,distance,ETHNICITY,hscrat,ID,init_span,Instate,int1rat,int2rat,interest,IRSCHOOL,LEVEL_YEAR,mailq,premiere,REFERRAL_CNTCTS,satscore,SELF_INIT_CNTCTS,sex,SOLICITED_CNTCTS,telecq,TERRITORY,TOTAL_CONTACTS,TRAVEL_INIT_CNTCTS,Total,AllocProportion,SampleSize,ActualProportion,SelectionProb,SamplingWeight
0,,0,AGN,18,Jul,2015,,,0,1265,14,N,0.017182746,0.020380002,0,153780,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,HST,27,Oct,2015,,,0,1332,11,N,0.017182746,0.020380002,0,290134,FR04,5,0,0,,1,1,0,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,BHC,05,Nov,2015,,,0,1387,10,N,0.017182746,0.020380002,0,373610,FR04,2,0,0,,0,1,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N08,27,Mar,2014,,C,0,1409,30,N,0.008955224,0,0,431830,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,20,Oct,2015,,,0,1478,11,N,0.022587269,0.020380002,0,440325,FR04,3,0,0,,1,0,0,,N,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,P02,26,Mar,2014,,H,0.054878049,1507,30,N,0.009195402,0.020380002,0,440557,FR04,5,0,0,,0,0,3,2,N,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,LTR,01,Dec,2012,,,0.086956522,1552,45,N,0.012870013,0.020380002,0,441045,FR04,5,0,0,,1,1,0,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,LMA,30,Mar,2016,,A,0,1569,6,N,0.017182746,0.020380002,1,441172,FR04,5,0,0,1260,2,1,0,,8,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,HSV,19,Nov,2014,,C,0,1577,22,N,0.017182746,0.020380002,0,441285,FR04,3,0,0,,0,0,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.057142857,1580,14,N,0.017182746,0.020380002,0,441335,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,13,Dec,2014,,B,0,1584,21,N,0.015772871,0.020380002,0,441337,FR04,5,0,0,,0,1,0,2,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,HST,21,Nov,2015,,C,0.123134328,1599,10,N,0.017182746,0.020380002,0,441471,FR04,5,0,0,1310,2,1,0,4,N,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,BHC,17,Feb,2012,,,0,1685,55,N,0.002012072,0.020380002,0,441865,FR04,3,0,0,,0,1,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,MCO,06,Nov,2015,,H,0.015625,1690,10,N,0.017182746,0.020380002,0,441910,FR04,5,0,0,,0,,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,18,Dec,2014,,H,0.00621118,1734,21,N,0.017182746,0.020380002,0,442224,FR04,2,0,0,,0,1,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,30,Dec,2014,,N,0.00990099,1769,21,N,0.019969278,0.020380002,0,442516,FR04,2,0,0,,2,1,0,,N,3,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,BHC,13,Nov,2015,,,0.056603774,1797,10,N,0.029187817,0.020380002,0,442690,FR04,1,0,0,,0,1,0,3,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,18,Sep,2014,,,0.038461538,1828,-216,N,0.012116317,0.009876543,0,442980,FR04,2,0,0,,0,0,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N10,21,Feb,2014,,B,0,1844,31,N,0.029187817,0.032786885,0,443215,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.11038961,1867,14,N,0.017182746,0.020380002,0,443358,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,23,Oct,2013,,,0,1882,35,N,0.005882353,0.020588235,0,443377,FR04,2,0,0,,0,0,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,17,Dec,2014,,H,0.016949153,1945,21,N,0.017182746,0.020380002,0,443451,FR04,3,0,0,,1,1,0,,N,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,01,Oct,2015,,,0.032679739,1976,11,N,0.017182746,0.020380002,0,443522,FR04,3,0,0,,0,,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.058823529,1990,14,N,0.017182746,0.020380002,0,443560,FR04,5,0,0,,0,0,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,C,0.151898734,2066,14,N,0.017182746,0.020380002,0,444300,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,30,Dec,2014,,H,0.045454545,2102,21,N,0.015772871,0.004901961,0,444596,FR04,2,0,0,,0,0,0,2,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N02,04,Feb,2014,,H,0,2163,31,N,0.018181818,0.059259259,0,445540,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N02,28,Feb,2014,,B,0.014084507,2242,31,N,0.009049774,0.020380002,0,446154,FR04,5,0,0,,2,1,1,,N,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PRC,15,Apr,2015,,O,0.025,2277,17,N,0.017182746,0.020380002,0,446313,FR04,5,0,0,,1,1,2,,N,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PCM,19,Apr,2014,,H,0,2289,29,N,0.017182746,0.020380002,0,446395,FR04,5,0,0,,0,1,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,12,Nov,2013,,,0.010869565,2299,34,N,0.017182746,0.020380002,0,446530,FR04,1,0,0,,0,0,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0.03030303,2350,14,N,0.017182746,0.020380002,0,446930,FR04,5,0,0,,2,1,1,,N,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,HSV,05,Sep,2015,,C,0.12,2367,12,N,0.022587269,0.021413276,0,447282,FR04,2,0,0,,0,1,0,,8,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,BHC,20,Nov,2012,,,0,2501,46,N,0.017182746,0.020380002,1,734618,FR04,1,0,0,,0,0,0,,N,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,EML,23,Oct,2015,,C,0,2529,11,N,0.017182746,0.020380002,0,870760,FR04,5,0,0,1120,4,1,0,,N,4,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,LMA,23,Dec,2015,,C,0.091954023,2640,9,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1060,2,0,0,,N,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,,28,Apr,2016,,A,0.091954023,2684,5,N,0.015772871,0.044776119,0,H03615,FR04,5,0,0,,0,0,1,,N,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,COC,29,Oct,2014,,C,0,2834,23,N,0.017182746,0.020380002,0,400224,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,57615,0,PRC,24,Apr,2015,1597.012796,C,0,2839,17,N,0.017182746,0.020380002,0,400287,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,32323,0,CWY,20,Feb,2016,1599.861262,H,0,2840,7,N,0.017182746,0.020380002,0,41125,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33049,0,SAT,27,Oct,2015,1585.822126,C,0,2914,11,N,0.017182746,0.020380002,0,460085,FR04,5,0,0,1210,2,1,0,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33507,0,CLD,21,Mar,2014,1571.53225,,0.037651631,2920,30,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33611,0,CLD,26,Mar,2014,1547.444878,,0.037651631,2921,30,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,77991,0,P02,21,Mar,2014,1540.533704,N,0.037651631,2929,30,N,0.012870013,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,49414,0,PCG,19,Jun,2014,1544.501095,C,0.037651631,2931,27,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,88483,0,PCG,04,Feb,2015,1500.235138,C,0,2959,19,N,0.017182746,0.020380002,0,70550,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,53225,0,PCG,21,Nov,2014,1439.439541,C,0,3000,22,N,0.017182746,0.020380002,0,310120,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,69115,0,CWY,25,Apr,2015,1435.795493,N,0,3013,17,N,0.003067485,0.011976048,0,311613,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,LOC,22,Oct,2015,,B,0,3095,11,N,0,0.011235955,0,310840,FR04,1,0,0,,2,0,0,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,54987,0,CWY,13,Aug,2015,1362.333668,N,0.037651631,3132,13,N,0.003067485,0.021413276,0,,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,54987,0,PCG,31,Oct,2014,1362.333668,B,0,3133,23,N,0.017182746,0.020380002,0,310221,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,90977,0,CWY,11,Aug,2015,1406.20029,N,0.037651631,3148,13,N,0,0.056338028,0,,FR04,5,0,0,,4,1,1,,5,5,0,2580,0.5,2322,0.5,0.9,1.111111111
0,49733,0,PCG,19,Apr,2014,1450.359791,O,0,3220,29,N,0.017182746,0.020380002,0,333705,FR04,5,0,0,,0,0,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,61868,0,PRC,06,Mar,2015,1435.615717,C,0,3227,18,N,0.017182746,0.020380002,0,335383,FR04,5,0,0,,1,0,1,,8,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,85990,0,PCG,08,May,2015,1470.881398,N,0,3252,16,N,0.017182746,0.020380002,0,336085,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,70888,0,EML,19,Nov,2014,1461.73122,N,0.037651631,3258,22,N,0.015772871,0.020380002,0,,FR04,5,0,0,,2,0,0,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,42414,0,PCM,27,Apr,2016,1457.209769,N,0,3340,5,N,0.017182746,0.020380002,0,332560,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,27820,0,PRC,28,Mar,2015,1456.374764,N,0.037651631,3355,18,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,70630,0,PCG,12,Apr,2014,1480.131312,C,0.037651631,3358,29,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,40836,0,PCG,12,Apr,2014,1300.720599,C,0.037651631,3448,29,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,0,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,60141,0,CWY,20,Feb,2016,1283.060494,C,0,3450,7,N,0.017182746,0.020380002,0,334325,FR04,5,0,0,,0,0,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,50099,0,PRC,31,Oct,2014,1139.860147,N,0.037651631,3511,23,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,0,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,39939,0,CWY,14,Jun,2014,1163.926543,C,0.037651631,3538,27,N,0.019969278,0.01754386,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,45816,0,LMI,15,Jul,2015,1304.613496,B,0,3585,14,N,0.019969278,0.020380002,0,391760,FR04,5,0,0,,2,1,0,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,37821,0,CLD,10,Dec,2014,1268.399364,,0.037651631,3593,21,N,0.019969278,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,48134,0,CWY,14,Jun,2014,1315.531898,C,0.037651631,3612,27,N,0,0.011235955,0,,FR04,5,0,0,,0,1,1,,5,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,53761,0,PCG,31,Oct,2014,1392.188348,C,0,3675,23,N,0.017182746,0.020380002,0,390435,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,48352,0,PCG,04,Feb,2015,1390.833018,C,0,3680,19,N,0.017182746,0.020380002,0,391361,FR04,5,0,0,,1,1,1,,8,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,51042,0,PCM,21,Nov,2014,1377.606207,B,0,3689,22,N,0.017182746,0.020380002,0,391415,FR04,5,0,0,,1,1,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,93308,0,PCG,24,Apr,2015,1346.958411,C,0,3711,17,N,0.017182746,0.020380002,0,394955,FR04,5,0,0,,1,0,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,61814,0,PCG,28,Mar,2015,1339.463258,C,0.037651631,3732,18,N,0.017182746,0.020380002,0,,FR04,5,0,0,,1,0,1,,5,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,67623,0,BHC,05,Nov,2013,1350.953829,C,0,3749,34,N,0.005617978,0.012133468,0,80158,FR04,1,0,0,,0,1,0,,5,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,P06,18,Feb,2015,,C,0.25,3791,19,N,0.017182746,0.020380002,0,470549,FR04,5,0,0,,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,102577,0,P04,14,Mar,2014,1234.117579,N,0.037651631,3816,30,N,0,0.020588235,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,79058,0,P04,13,Mar,2014,1236.968091,N,0.037651631,3833,30,N,0.005736138,0.020380002,0,,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,52129,0,EML,17,Dec,2013,1265.844461,,0,3858,33,N,0.018181818,0.017636684,1,210690,FR04,2,0,0,,2,1,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,72641,0,CLD,05,Dec,2013,1269.021883,,0,3859,33,N,0.005882353,0.021413276,0,210283,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,45883,0,LMI,27,Aug,2014,1258.434543,B,0.037651631,3879,25,N,0.029187817,0,0,,FR04,5,0,0,,1,1,1,4,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,44572,0,CWY,06,Aug,2015,1255.867696,B,0,3921,13,N,0,0.020380002,0,210965,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,65311,0,PCM,19,Apr,2014,1284.656997,B,0,3937,29,N,0.015772871,0.01754386,0,210730,FR04,5,0,1,,1,1,1,4,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,1,ACT,17,Jul,2015,,C,0,3982,14,N,0.017182746,0.020380002,0,210546,FR04,2,0,0,1340,4,1,0,2,8,4,0,2580,0.5,2322,0.5,0.9,1.111111111
0,68870,0,P06,19,Feb,2015,1239.707371,N,0.125,4040,19,N,0.053308824,0.020380002,0,470789,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,93857,0,P04,13,Mar,2014,1237.269283,N,0.037651631,4047,30,N,0.019704433,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,P06,26,Mar,2015,,A,0.047619048,4129,18,N,0.017182746,0.020380002,0,471393,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,116941,0,P06,18,Feb,2015,1237.074213,,0.037651631,4130,19,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,47928,0,PRC,20,Dec,2014,1248.263792,C,0,4192,21,N,0.017182746,0.020380002,0,470103,FR04,5,0,0,,1,1,2,,8,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,34388,0,LMI,26,Sep,2014,1148.48964,A,0,4244,24,N,0.05,0.020380002,0,471035,FR04,2,0,0,,3,1,0,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,42196,0,PCG,28,Mar,2015,1263.668233,C,0,4261,18,N,0.017182746,0.020380002,0,471380,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,45014,0,BHC,15,Jan,2015,1272.205908,,0,4298,20,N,0.017182746,0.020380002,0,472290,FR04,3,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,41298,0,CRS,15,Nov,2013,1263.601299,,0.037651631,4325,34,N,0.017182746,0.020380002,0,,FR04,5,0,1,,0,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,36156,0,PRC,06,Mar,2015,1253.185995,C,0,4336,18,N,0.017182746,0.020380002,0,471025,FR04,5,0,0,,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,42015,0,EML,02,Aug,2014,1074.519651,,0.037651631,4368,25,N,0.017182746,0.020380002,0,,FR04,5,0,0,,1,,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,38504,0,PCG,14,May,2014,1106.197976,C,0.037651631,4378,28,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,56800,0,LMI,15,Apr,2015,1109.906318,C,0,4517,17,N,0.017182746,0.020380002,0,343225,FR04,5,1,0,950,9,1,1,2,2,10,0,2580,0.5,2322,0.5,0.9,1.111111111
0,40880,0,REG,02,Dec,2015,893.6113202,C,0.333333333,4643,9,N,0.017182746,0.020380002,0,343630,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33331,0,LMI,02,Sep,2015,889.6164324,N,0.037651631,4646,12,N,0.017182746,0.020380002,0,,FR04,5,0,0,,1,1,0,2,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,27382,0,PCG,12,Apr,2014,966.6808216,A,0.037651631,4660,29,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,30736,0,PRC,06,Mar,2015,933.2828548,N,0.037651631,4692,18,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,48769,0,PRC,17,Jan,2013,880.0133164,H,0.037651631,4719,44,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,27,Feb,2015,,C,0,4722,19,N,0.017182746,0.020380002,0,410951,FR04,5,0,0,1170,2,1,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33919,0,PCG,06,Mar,2015,981.3431327,C,0,4738,18,N,0.017182746,0.020380002,0,411245,FR04,5,0,0,,2,1,1,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,98545,0,PCG,31,Oct,2014,777.4548592,C,0,4766,23,N,0.017182746,0.020380002,0,110060,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
